Name,Bitrate,width,height,spatial_info,temporal_info,fps,entropy,Label
sita_sings_the_blues_720p24-Scene-0257,27.38334979,1280,720,118.7297971,96.05309662,24.0,5.453718185,11.0
sita_sings_the_blues_720p24-Scene-0258,23.0275456,1280,720,107.7588292,91.63870899,24.0,5.45876646,8.0
sita_sings_the_blues_720p24-Scene-0259,22.60758623,1280,720,175.2007862,99.62734463,24.0,3.286124468,5.0
sita_sings_the_blues_720p24-Scene-0260,34.0387661,1280,720,172.8098639,98.82289677,24.0,5.346410275,5.0
sita_sings_the_blues_720p24-Scene-0261,29.9712213,1280,720,171.5767965,120.1200017,24.0,7.067795277,3.0
sita_sings_the_blues_720p24-Scene-0262,38.06549109,1280,720,119.4473063,102.0655378,24.0,5.846375942,5.0
sita_sings_the_blues_720p24-Scene-0263,16.26917911,1280,720,95.41266467,119.6791819,24.0,5.409184456,4.0
sita_sings_the_blues_720p24-Scene-0264,17.46511169,1280,720,91.1053675,92.49558272,24.0,7.148035526,5.0
sita_sings_the_blues_720p24-Scene-0265,74.4290752,1280,720,95.87225349,101.348938,24.0,5.030089378,10.0
sita_sings_the_blues_720p24-Scene-0266,50.07038234,1280,720,98.56422845,116.846095,24.0,7.373239994,4.0
sita_sings_the_blues_720p24-Scene-0267,12.33095833,1280,720,98.60667508,127.2137524,24.0,5.045953751,2.0
sita_sings_the_blues_720p24-Scene-0268,17.90555033,1280,720,101.9470451,115.1133253,24.0,5.893309116,4.0
sita_sings_the_blues_720p24-Scene-0269,15.60977455,1280,720,103.355009,91.57702672,24.0,4.283852577,5.0
sita_sings_the_blues_720p24-Scene-0270,12.53028875,1280,720,123.5486207,105.2679386,24.0,7.141726017,2.0
sita_sings_the_blues_720p24-Scene-0271,18.10302633,1280,720,107.8006561,103.2307389,24.0,6.188773632,4.0
sita_sings_the_blues_720p24-Scene-0272,84.05754722,1280,720,107.8006561,103.2307389,24.0,6.200403214,11.0
sita_sings_the_blues_720p24-Scene-0273,84.05754722,1280,720,107.8006561,103.2307389,24.0,6.200403214,11.0
sita_sings_the_blues_720p24-Scene-0274,87.01438115,1280,720,107.4846347,103.2060722,24.0,6.202022552,9.0
sita_sings_the_blues_720p24-Scene-0275,33.89665371,1280,720,101.7176119,76.33579662,24.0,7.133152008,6.0
sita_sings_the_blues_720p24-Scene-0276,114.3673476,1280,720,107.613405,94.72940766,24.0,5.76860714,7.0
sita_sings_the_blues_720p24-Scene-0277,39.95581659,1280,720,107.613405,94.9328827,24.0,6.865673542,7.0
sita_sings_the_blues_720p24-Scene-0278,5.448797562,1280,720,108.2369401,9.767257319,24.0,6.498447895,3.0
sita_sings_the_blues_720p24-Scene-0279,11.78763404,1280,720,105.8777772,78.37254871,24.0,7.052202225,4.0
sita_sings_the_blues_720p24-Scene-0280,32.5690715,1280,720,107.1380863,75.87424231,24.0,5.469199181,6.0
sita_sings_the_blues_720p24-Scene-0281,16.99400109,1280,720,105.7680863,47.88778406,24.0,7.07143116,5.0
sita_sings_the_blues_720p24-Scene-0282,6.500009,1280,720,86.31022832,49.69060777,24.0,7.404548645,3.0
sita_sings_the_blues_720p24-Scene-0283,18.83858036,1280,720,101.0099866,105.5383479,24.0,5.735768795,4.0
sita_sings_the_blues_720p24-Scene-0284,67.39480216,1280,720,118.7461485,91.08173949,24.0,5.340628624,8.0
sita_sings_the_blues_720p24-Scene-0285,19.37457623,1280,720,202.3531131,104.341738,24.0,6.073041439,3.0
sita_sings_the_blues_720p24-Scene-0286,182.3847991,1280,720,190.2680746,97.10853025,24.0,6.722057819,11.0
sita_sings_the_blues_720p24-Scene-0287,17.09859965,1280,720,188.0307641,112.1710424,24.0,6.597137928,3.0
sita_sings_the_blues_720p24-Scene-0288,8.353512045,1280,720,152.0603335,112.3071106,24.0,6.824811459,2.0
sita_sings_the_blues_720p24-Scene-0289,24.485328,1280,720,162.1773267,86.00165491,24.0,5.255399704,2.0
sita_sings_the_blues_720p24-Scene-0290,30.78667429,1280,720,159.0893446,98.13551192,24.0,7.312743187,4.0
sita_sings_the_blues_720p24-Scene-0291,38.5675136,1280,720,134.2233225,75.91130058,24.0,7.603513718,5.0
sita_sings_the_blues_720p24-Scene-0292,21.49670491,1280,720,147.9443264,77.72478267,24.0,6.542978287,5.0
sita_sings_the_blues_720p24-Scene-0293,8.114567537,1280,720,156.132085,93.29001267,24.0,4.747157574,2.0
sita_sings_the_blues_720p24-Scene-0294,4.598675745,1280,720,100.3984194,82.41132771,24.0,3.824658871,1.0
sita_sings_the_blues_720p24-Scene-0295,8.009936,1280,720,115.1961907,66.10084416,24.0,4.773234367,2.0
sita_sings_the_blues_720p24-Scene-0296,12.18508389,1280,720,110.3271154,62.49312719,24.0,5.400121689,3.0
sita_sings_the_blues_720p24-Scene-0297,3.457825882,1280,720,104.7154738,63.13331693,24.0,6.592003345,2.0
sita_sings_the_blues_720p24-Scene-0298,8.128359394,1280,720,98.1835532,103.4451678,24.0,6.426661968,1.0
sita_sings_the_blues_720p24-Scene-0299,6.257567649,1280,720,72.53945179,93.62312825,24.0,6.028478622,1.0
sita_sings_the_blues_720p24-Scene-0300,7.875194417,1280,720,96.09528899,100.0039003,24.0,6.852250099,2.0
sita_sings_the_blues_720p24-Scene-0301,21.1408404,1280,720,92.75697247,99.72756094,24.0,5.90901041,2.0
sita_sings_the_blues_720p24-Scene-0302,7.526651158,1280,720,73.16534978,0.0,24.0,5.65086031,2.0
sita_sings_the_blues_720p24-Scene-0303,55.72877523,1280,720,100.7238546,120.9195345,24.0,6.897178173,3.0
sita_sings_the_blues_720p24-Scene-0304,86.97978135,1280,720,98.05949064,123.1416997,24.0,6.631728172,5.0
sita_sings_the_blues_720p24-Scene-0305,62.96557594,1280,720,83.79993642,114.8656004,24.0,7.064954758,6.0
sita_sings_the_blues_720p24-Scene-0306,76.77475989,1280,720,85.63954713,121.8506213,24.0,7.358735085,7.0
sita_sings_the_blues_720p24-Scene-0307,86.95237974,1280,720,81.91343433,124.0825068,24.0,7.142623425,6.0
sita_sings_the_blues_720p24-Scene-0308,86.80308273,1280,720,82.27824959,116.8342668,24.0,7.281197071,5.0
sita_sings_the_blues_720p24-Scene-0309,87.45463632,1280,720,76.34948884,124.0683573,24.0,7.275887489,4.0
sita_sings_the_blues_720p24-Scene-0310,11.70978029,1280,720,93.9415301,85.84298373,24.0,7.003583908,2.0
sita_sings_the_blues_720p24-Scene-0311,28.70937067,1280,720,102.4544914,89.75305319,24.0,7.085255146,4.0
sita_sings_the_blues_720p24-Scene-0312,13.23221082,1280,720,89.7265327,94.73853377,24.0,6.628197193,2.0
sita_sings_the_blues_720p24-Scene-0313,2.363645329,1280,720,59.49137054,16.09186907,24.0,5.899928093,1.0
sita_sings_the_blues_720p24-Scene-0314,6.600477459,1280,720,58.92875653,0.0,24.0,5.755206108,2.0
sita_sings_the_blues_720p24-Scene-0315,7.264873846,1280,720,93.88565536,109.534844,24.0,6.784883022,2.0
sita_sings_the_blues_720p24-Scene-0316,13.999328,1280,720,95.02653323,97.38651368,24.0,6.974969864,2.0
sita_sings_the_blues_720p24-Scene-0317,92.07117482,1280,720,95.83405861,118.0688158,24.0,6.873015881,8.0
sita_sings_the_blues_720p24-Scene-0318,14.29867271,1280,720,95.26020825,85.71146114,24.0,7.014946461,4.0
sita_sings_the_blues_720p24-Scene-0319,34.13702305,1280,720,97.12190637,120.2794283,24.0,6.973238468,2.0
sita_sings_the_blues_720p24-Scene-0320,117.6493015,1280,720,96.4935423,108.5069173,24.0,6.98987484,4.0
sita_sings_the_blues_720p24-Scene-0321,82.92405829,1280,720,107.5080468,125.1847776,24.0,6.841031551,4.0
sita_sings_the_blues_720p24-Scene-0322,103.8039256,1280,720,82.87034056,121.4215212,24.0,6.92733717,10.0
sita_sings_the_blues_720p24-Scene-0323,2.512822081,1280,720,73.2570692,13.82879756,24.0,7.565873623,1.0
sita_sings_the_blues_720p24-Scene-0324,3.0398112,1280,720,65.68987725,27.85383405,24.0,6.952497005,1.0
sita_sings_the_blues_720p24-Scene-0325,4.110926851,1280,720,72.65070777,17.48431569,24.0,7.597000599,2.0
sita_sings_the_blues_720p24-Scene-0326,10.3017344,1280,720,71.73184451,94.59400657,24.0,7.590597153,3.0
sita_sings_the_blues_720p24-Scene-0327,8.433738105,1280,720,71.63655246,81.06493232,24.0,7.015314579,2.0
sita_sings_the_blues_720p24-Scene-0328,71.28886086,1280,720,81.26470705,114.941298,24.0,7.410499096,6.0
sita_sings_the_blues_720p24-Scene-0329,66.890384,1280,720,86.6800232,109.0403373,24.0,6.958693027,5.0
sita_sings_the_blues_720p24-Scene-0330,6.738614164,1280,720,72.14880469,18.82110705,24.0,7.603520393,3.0
sita_sings_the_blues_720p24-Scene-0331,52.48387149,1280,720,81.46831369,101.1325497,24.0,7.443648815,4.0
sita_sings_the_blues_720p24-Scene-0332,71.918016,1280,720,69.07840771,121.5442373,24.0,6.818502903,4.0
sita_sings_the_blues_720p24-Scene-0333,117.2133901,1280,720,93.67327866,122.569859,24.0,6.7911129,6.0
sita_sings_the_blues_720p24-Scene-0334,148.5085191,1280,720,106.7032938,105.5892474,24.0,7.133311749,7.0
sita_sings_the_blues_720p24-Scene-0335,82.88873366,1280,720,106.5791853,125.8769471,24.0,7.244041443,8.0
sita_sings_the_blues_720p24-Scene-0336,66.20429964,1280,720,104.0470579,125.3657561,24.0,7.190321922,7.0
sita_sings_the_blues_720p24-Scene-0337,37.83240732,1280,720,100.7332143,111.9580112,24.0,5.481546879,3.0
sita_sings_the_blues_720p24-Scene-0338,45.57155617,1280,720,110.3046487,99.87088951,24.0,5.290081978,5.0
sita_sings_the_blues_720p24-Scene-0339,59.85394963,1280,720,120.3771657,95.29441642,24.0,5.494839668,4.0
sita_sings_the_blues_720p24-Scene-0340,29.43356464,1280,720,119.858084,94.13650227,24.0,4.8314538,4.0
sita_sings_the_blues_720p24-Scene-0341,64.17178524,1280,720,123.335811,91.04528211,24.0,4.958806515,4.0
sita_sings_the_blues_720p24-Scene-0342,46.88623479,1280,720,112.0018921,89.2957847,24.0,4.019827843,3.0
sita_sings_the_blues_720p24-Scene-0343,49.68728325,1280,720,119.1013931,89.0497022,24.0,4.287454128,3.0
sita_sings_the_blues_720p24-Scene-0344,42.88273199,1280,720,111.8126737,122.9797337,24.0,6.11075592,5.0
sita_sings_the_blues_720p24-Scene-0345,31.05315819,1280,720,109.8017538,113.7049679,24.0,4.914865494,3.0
sita_sings_the_blues_720p24-Scene-0346,51.48996112,1280,720,103.3733029,115.0973329,24.0,6.323743343,6.0
sita_sings_the_blues_720p24-Scene-0347,28.38287642,1280,720,90.92275437,91.51440092,24.0,3.892511606,2.0
sita_sings_the_blues_720p24-Scene-0348,33.65099523,1280,720,91.61395788,82.1209198,24.0,3.792888403,2.0
sita_sings_the_blues_720p24-Scene-0349,18.79531733,1280,720,95.46296362,81.01349606,24.0,2.275620461,2.0
sita_sings_the_blues_720p24-Scene-0350,9.520984381,1280,720,112.3257836,91.44970038,24.0,2.589126587,2.0
sita_sings_the_blues_720p24-Scene-0351,8.480424855,1280,720,106.4508207,86.59179393,24.0,2.030254364,1.0
sita_sings_the_blues_720p24-Scene-0352,14.47228224,1280,720,118.8532116,89.78685348,24.0,2.522650719,2.0
sita_sings_the_blues_720p24-Scene-0353,36.3478888,1280,720,119.2332462,103.7411039,24.0,5.741285324,4.0
sita_sings_the_blues_720p24-Scene-0354,86.75913072,1280,720,130.3848364,101.7785062,24.0,6.415774345,5.0
sita_sings_the_blues_720p24-Scene-0355,86.30407675,1280,720,122.1124681,102.6514136,24.0,6.387917995,5.0
sita_sings_the_blues_720p24-Scene-0356,83.61669502,1280,720,118.1387581,105.7271457,24.0,6.313086033,6.0
sita_sings_the_blues_720p24-Scene-0357,36.57293457,1280,720,117.2352631,118.9130229,24.0,5.783325195,6.0
sita_sings_the_blues_720p24-Scene-0358,57.20053643,1280,720,138.2304317,116.2746592,24.0,6.770087242,5.0
sita_sings_the_blues_720p24-Scene-0359,45.83576133,1280,720,115.9955987,114.2598079,24.0,5.283042431,4.0
sita_sings_the_blues_720p24-Scene-0360,26.51562735,1280,720,97.47890672,111.6246383,24.0,3.603831291,3.0
sita_sings_the_blues_720p24-Scene-0361,42.08812283,1280,720,106.6189234,125.9092667,24.0,6.340889454,4.0
sita_sings_the_blues_720p24-Scene-0363,57.84570947,1280,720,85.74403005,113.2433722,24.0,6.362101078,6.0
sita_sings_the_blues_720p24-Scene-0364,46.04353121,1280,720,94.80681305,114.7576665,24.0,7.043408871,7.0
sita_sings_the_blues_720p24-Scene-0365,36.76623631,1280,720,89.97105466,106.6491043,24.0,6.974245548,5.0
sita_sings_the_blues_720p24-Scene-0366,9.096084719,1280,720,69.40166674,71.56157458,24.0,7.399990559,3.0
sita_sings_the_blues_720p24-Scene-0367,39.82929305,1280,720,102.7781645,110.5807865,24.0,7.268527985,5.0
sita_sings_the_blues_720p24-Scene-0368,37.91299726,1280,720,133.6767787,115.954907,24.0,7.193489552,4.0
sita_sings_the_blues_720p24-Scene-0369,10.411984,1280,720,124.858132,90.69574312,24.0,6.980392456,4.0
sita_sings_the_blues_720p24-Scene-0370,11.40926531,1280,720,96.50493284,97.09731657,24.0,2.218399286,2.0
sita_sings_the_blues_720p24-Scene-0371,8.90365575,1280,720,109.9843663,43.9947803,24.0,7.106076241,2.0
sita_sings_the_blues_720p24-Scene-0372,20.67394507,1280,720,98.34295995,100.0760392,24.0,7.151412487,4.0
sita_sings_the_blues_720p24-Scene-0373,10.95776305,1280,720,103.835114,94.61680657,24.0,7.299609661,3.0
sita_sings_the_blues_720p24-Scene-0374,67.97750639,1280,720,85.04485318,123.4957399,24.0,7.174063206,5.0
sita_sings_the_blues_720p24-Scene-0375,133.0352029,1280,720,82.31625954,108.6358677,24.0,7.222522259,6.0
sita_sings_the_blues_720p24-Scene-0376,133.080172,1280,720,87.04750744,108.9970959,24.0,7.232356071,6.0
sita_sings_the_blues_720p24-Scene-0377,132.3999476,1280,720,88.54245541,111.8508257,24.0,7.265697956,5.0
sita_sings_the_blues_720p24-Scene-0378,137.2646773,1280,720,87.85762003,108.1259113,24.0,7.318089485,6.0
sita_sings_the_blues_720p24-Scene-0379,134.0354,1280,720,91.04451827,105.751042,24.0,7.265276432,6.0
sita_sings_the_blues_720p24-Scene-0380,137.5400466,1280,720,98.99793008,105.4816152,24.0,7.237891197,6.0
sita_sings_the_blues_720p24-Scene-0381,136.1338104,1280,720,103.0512169,107.7004147,24.0,7.218956947,7.0
sita_sings_the_blues_720p24-Scene-0382,133.791936,1280,720,106.1467965,112.7867826,24.0,7.240062237,6.0
sita_sings_the_blues_720p24-Scene-0383,134.5865775,1280,720,107.4050832,109.3033099,24.0,7.172978401,7.0
sita_sings_the_blues_720p24-Scene-0384,116.4453995,1280,720,106.756126,113.3929606,24.0,6.037958622,6.0
sita_sings_the_blues_720p24-Scene-0385,9.869828759,1280,720,144.431178,116.0765165,24.0,4.217805386,2.0
sita_sings_the_blues_720p24-Scene-0386,5.847769143,1280,720,169.6933305,78.28890413,24.0,5.697865963,2.0
sita_sings_the_blues_720p24-Scene-0387,35.72665173,1280,720,164.5990105,85.39181521,24.0,5.790204525,4.0
sita_sings_the_blues_720p24-Scene-0388,29.32187022,1280,720,160.8138535,87.92526704,24.0,4.878979683,6.0
sita_sings_the_blues_720p24-Scene-0389,21.50682372,1280,720,126.5970741,67.69895998,24.0,3.936479807,4.0
sita_sings_the_blues_720p24-Scene-0390,12.43232791,1280,720,117.0881942,70.92494533,24.0,5.02073431,3.0
sita_sings_the_blues_720p24-Scene-0391,22.13561136,1280,720,140.7809259,88.43730378,24.0,6.517336369,7.0
sita_sings_the_blues_720p24-Scene-0392,28.2045219,1280,720,151.6715925,85.86964725,24.0,6.502214432,8.0
sita_sings_the_blues_720p24-Scene-0393,18.6095427,1280,720,145.8845803,87.66431554,24.0,6.479278564,7.0
sita_sings_the_blues_720p24-Scene-0394,24.13541993,1280,720,147.6588849,81.86995811,24.0,6.505364418,8.0
sita_sings_the_blues_720p24-Scene-0395,45.01945039,1280,720,151.396849,126.3382078,24.0,5.470331192,5.0
sita_sings_the_blues_720p24-Scene-0396,14.50971795,1280,720,144.9392196,93.77508068,24.0,5.787140369,3.0
sita_sings_the_blues_720p24-Scene-0397,5.039664404,1280,720,123.0927114,5.96897711,24.0,3.778111458,3.0
sita_sings_the_blues_720p24-Scene-0398,11.60235229,1280,720,135.2611513,90.08144659,24.0,4.080207348,3.0
sita_sings_the_blues_720p24-Scene-0399,6.189995157,1280,720,130.7877725,73.02730074,24.0,3.376641273,2.0
sita_sings_the_blues_720p24-Scene-0400,9.021365272,1280,720,130.7877725,66.54335669,24.0,5.905920506,2.0
sita_sings_the_blues_720p24-Scene-0401,3.577183069,1280,720,129.2404531,23.6420185,24.0,4.09245491,2.0
sita_sings_the_blues_720p24-Scene-0402,81.41702044,1280,720,149.154355,120.3116457,24.0,6.193217754,6.0
sita_sings_the_blues_720p24-Scene-0403,150.940996,1280,720,123.9386218,96.55147061,24.0,7.209022522,7.0
sita_sings_the_blues_720p24-Scene-0404,5.655282667,1280,720,123.3458163,61.89198047,24.0,7.002583981,2.0
sita_sings_the_blues_720p24-Scene-0405,5.297338182,1280,720,78.89201472,42.79074006,24.0,7.222997189,2.0
sita_sings_the_blues_720p24-Scene-0406,89.08383654,1280,720,109.9023955,118.058088,24.0,7.524609089,4.0
sita_sings_the_blues_720p24-Scene-0407,143.02048,1280,720,105.9081195,108.9690702,24.0,7.530004501,7.0
sita_sings_the_blues_720p24-Scene-0408,117.6565408,1280,720,93.66154039,120.9298713,24.0,7.456558228,5.0
sita_sings_the_blues_720p24-Scene-0409,84.6537786,1280,720,75.10327558,119.8408056,24.0,7.209406853,6.0
sita_sings_the_blues_720p24-Scene-0410,14.74812367,1280,720,122.5967651,90.89983908,24.0,7.073180199,2.0
sita_sings_the_blues_720p24-Scene-0411,86.2268928,1280,720,114.6317787,118.72593,24.0,7.230292797,7.0
sita_sings_the_blues_720p24-Scene-0412,148.8764599,1280,720,124.0664708,106.2463238,24.0,7.15978384,7.0
sita_sings_the_blues_720p24-Scene-0413,141.4392534,1280,720,123.6045054,106.3676718,24.0,6.930484295,8.0
sita_sings_the_blues_720p24-Scene-0414,144.8546885,1280,720,123.1874745,105.8712205,24.0,6.864025593,8.0
sita_sings_the_blues_720p24-Scene-0415,149.7308604,1280,720,122.7396307,104.8702143,24.0,6.913261414,8.0
sita_sings_the_blues_720p24-Scene-0416,103.4161192,1280,720,118.2095758,122.5099564,24.0,6.866004467,7.0
sita_sings_the_blues_720p24-Scene-0417,6.766785,1280,720,82.14247312,104.1389842,24.0,1.137233734,2.0
sita_sings_the_blues_720p24-Scene-0418,8.684138667,1280,720,68.93628605,45.50230222,24.0,6.02497673,2.0
sita_sings_the_blues_720p24-Scene-0419,11.50346133,1280,720,74.20473005,71.70021922,24.0,6.74758482,3.0
sita_sings_the_blues_720p24-Scene-0420,11.48285255,1280,720,74.11404868,49.72490446,24.0,6.04199791,2.0
sita_sings_the_blues_720p24-Scene-0421,23.062344,1280,720,96.77634044,81.72534527,24.0,5.296154499,5.0
sita_sings_the_blues_720p24-Scene-0422,13.729732,1280,720,81.22005479,77.02513162,24.0,6.092788219,3.0
sita_sings_the_blues_720p24-Scene-0423,22.86232997,1280,720,96.83327546,81.72534527,24.0,5.296040058,5.0
sita_sings_the_blues_720p24-Scene-0424,22.96217248,1280,720,102.3930618,82.34110503,24.0,6.500113964,5.0
sita_sings_the_blues_720p24-Scene-0425,13.489056,1280,720,74.9054233,63.00902321,24.0,6.089649677,3.0
sita_sings_the_blues_720p24-Scene-0426,22.97281154,1280,720,96.77038687,81.68940649,24.0,5.292906284,5.0
sita_sings_the_blues_720p24-Scene-0427,11.074592,1280,720,81.73060503,52.01673682,24.0,6.143847466,3.0
sita_sings_the_blues_720p24-Scene-0428,22.90123217,1280,720,96.83346249,81.73007752,24.0,5.29663372,5.0
sita_sings_the_blues_720p24-Scene-0429,39.86656625,1280,720,102.9630178,106.0113822,24.0,6.46418047,9.0
sita_sings_the_blues_720p24-Scene-0430,24.49738272,1280,720,101.8369186,88.30435103,24.0,5.280095577,6.0
sita_sings_the_blues_720p24-Scene-0431,13.62690982,1280,720,79.01196403,64.47107339,24.0,6.103066921,3.0
sita_sings_the_blues_720p24-Scene-0432,11.86193742,1280,720,86.05879624,52.07429758,24.0,6.152621746,3.0
sita_sings_the_blues_720p24-Scene-0433,24.23958674,1280,720,94.85433755,82.48157036,24.0,5.234108448,5.0
sita_sings_the_blues_720p24-Scene-0434,12.70593227,1280,720,78.23611179,64.10576062,24.0,6.101976395,3.0
sita_sings_the_blues_720p24-Scene-0435,13.36323942,1280,720,94.90194938,65.28265757,24.0,5.359797955,3.0
sita_sings_the_blues_720p24-Scene-0436,8.277696,1280,720,62.37783258,39.88559736,24.0,5.575937271,2.0
sita_sings_the_blues_720p24-Scene-0437,24.63102479,1280,720,94.7454814,82.37186182,24.0,5.235349655,5.0
sita_sings_the_blues_720p24-Scene-0438,13.22214578,1280,720,81.06029891,79.74845152,24.0,6.343995094,3.0
